Class,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17
surprise,bun,awesom,thank,,,,,,,,,,,,,,
surprise,think,weekend,long,weekend,,,,,,,,,,,,,
surprise,work,surprisingli,happi,thing,consid,loveli,,,,,,,,,,,
surprise,believ,alreadi,week,alreadi,go,good,weekend,,,,,,,,,,
surprise,feel,good,win,nice,softbal,champ,bring,season,,,,,,,,,
surprise,got,school,detent,lunch,time,go,get,school,,,,,,,,,
surprise,awak,,,,,,,,,,,,,,,,
surprise,thank,messag,work,see,repli,,,,,,,,,,,,
surprise,kitti,best,,,,,,,,,,,,,,,
surprise,wow,heather,,,,,,,,,,,,,,,
surprise,test,audienc,reaction,,,,,,,,,,,,,,
surprise,write,awesom,raunchi,dream,,,,,,,,,,,,,
surprise,know,guy,,,,,,,,,,,,,,,
surprise,hey,thank,much,kind,say,,,,,,,,,,,,
surprise,total,new,thought,provok,name,,,,,,,,,,,,
surprise,speak,,,,,,,,,,,,,,,,
surprise,still,chang,avatar,,,,,,,,,,,,,,
surprise,nice,fun,cant,fun,laugh,loud,,,,,,,,,,,
surprise,play,restaur,citi,,,,,,,,,,,,,,
surprise,talk,,,,,,,,,,,,,,,,
surprise,wake,bacon,egg,sandwich,bed,man,good,,,,,,,,,,
surprise,night,owl,huh,,,,,,,,,,,,,,
surprise,oh,good,review,,,,,,,,,,,,,,
surprise,tut,tut,charg,fun,new,palm,charg,platform,look,nifti,tho,,,,,,
surprise,laugh,loud,sun,hide,he,lie,how,,,,,,,,,,
surprise,thank,,,,,,,,,,,,,,,,
surprise,script,wait,watch,,,,,,,,,,,,,,
surprise,nice,look,school,,,,,,,,,,,,,,
surprise,wow,,,,,,,,,,,,,,,,
surprise,oh,right,sorri,get,ya,still,email,wow,cool,,,,,,,,
surprise,get,readi,shop,come,,,,,,,,,,,,,
surprise,know,today,star,war,day,ass,,,,,,,,,,,
surprise,wear,pink,outfit,assum,buy,,,,,,,,,,,,
surprise,saw,start,follow,welcom,,,,,,,,,,,,,
surprise,laugh,loud,great,,,,,,,,,,,,,,
surprise,need,ship,forecast,inland,,,,,,,,,,,,,
surprise,tri,save,money,touch,,,,,,,,,,,,,
surprise,place,bore,,,,,,,,,,,,,,,
surprise,write,real,look,paper,letter,do,long,time,sad,realli,,,,,,,
surprise,make,birthday,song,special,person,,,,,,,,,,,,
surprise,wow,sexi,,,,,,,,,,,,,,,
surprise,staff,room,see,face,kid,laptop,,,,,,,,,,,
surprise,go,oversea,signific,earli,tho,,,,,,,,,,,,
surprise,ha,right,know,right,,,,,,,,,,,,,
surprise,good,morn,,,,,,,,,,,,,,,
surprise,cinema,tonight,price,,,,,,,,,,,,,,
surprise,signific,sexi,mama,,,,,,,,,,,,,,
surprise,welcom,follow,late,time,stay,meet,,,,,,,,,,,
surprise,rock,pool,believ,get,pay,,,,,,,,,,,,
surprise,yeah,realli,fascin,paper,credit,go,discoveri,,,,,,,,,,
surprise,hear,,,,,,,,,,,,,,,,
surprise,studi,year,year,school,,,,,,,,,,,,,
surprise,woman,follow,,,,,,,,,,,,,,,
surprise,yep,actual,hi,,,,,,,,,,,,,,
surprise,love,johnni,deep,look,public,enemi,catch,film,show,,,,,,,,
surprise,oh,wow,fast,life,go,month,laugh,,,,,,,,,,
surprise,even,notic,name,lice,,,,,,,,,,,,,
surprise,birthday,happi,birthday,,,,,,,,,,,,,,
surprise,happi,place,earth,ador,,,,,,,,,,,,,
surprise,boss,day,ye,ye,,,,,,,,,,,,,
surprise,mean,go,bed,earlier,,,,,,,,,,,,,
surprise,welcom,back,japan,,,,,,,,,,,,,,
surprise,eek,come,excit,see,,,,,,,,,,,,,
surprise,excit,ticket,sale,,,,,,,,,,,,,,
surprise,world,,,,,,,,,,,,,,,,
surprise,wow,,,,,,,,,,,,,,,,
surprise,time,,,,,,,,,,,,,,,,
surprise,appreci,email,help,,,,,,,,,,,,,,
surprise,follow,chester,awesom,,,,,,,,,,,,,,
surprise,show,,,,,,,,,,,,,,,,
surprise,wonder,earth,new,tool,,,,,,,,,,,,,
surprise,back,,,,,,,,,,,,,,,,
surprise,hey,sick,signific,cant,stay,chat,hope,well,,,,,,,,,
surprise,dunno,end,wake,mysteri,world,,,,,,,,,,,,
surprise,hey,noth,wrong,,,,,,,,,,,,,,
surprise,prob,,,,,,,,,,,,,,,,
surprise,actual,say,thank,bot,never,look,,,,,,,,,,,
surprise,thank,hope,iv,play,time,kinda,sick,,,,,,,,,,
surprise,hello,miss,month,,,,,,,,,,,,,,
surprise,first,thing,get,twit,,,,,,,,,,,,,
surprise,laugh,loud,met,mother,,,,,,,,,,,,,
surprise,beach,sea,realli,flat,,,,,,,,,,,,,
surprise,mm,athlet,,,,,,,,,,,,,,,
surprise,ya,mean,ship,,,,,,,,,,,,,,
surprise,mount,dish,conquer,dish,land,,,,,,,,,,,,
surprise,answer,prayer,catch,surpris,lord,amaz,,,,,,,,,,,
surprise,food,cupboard,send,mum,,,,,,,,,,,,,
surprise,thank,first,follow,,,,,,,,,,,,,,
surprise,signific,stupid,star,war,day,,,,,,,,,,,,
surprise,good,bit,tire,co,good,,,,,,,,,,,,
surprise,cute,go,daddi,,,,,,,,,,,,,,
surprise,palm,itchi,mean,someth,come,great,deal,money,,,,,,,,,
surprise,capit,garden,kiss,,,,,,,,,,,,,,
surprise,near,accord,stat,ff,adopt,rate,,,,,,,,,,,
surprise,net,net,net,bad,weather,weird,summer,,,,,,,,,,
surprise,impress,,,,,,,,,,,,,,,,
surprise,wow,see,obsess,,,,,,,,,,,,,,
surprise,year,wow,,,,,,,,,,,,,,,
surprise,oh,god,best,show,earth,,,,,,,,,,,,
surprise,discov,fray,last,night,nice,music,saw,realli,signific,whack,,,,,,,
surprise,thank,,,,,,,,,,,,,,,,
surprise,look,good,,,,,,,,,,,,,,,
surprise,turk,make,,,,,,,,,,,,,,,
surprise,play,,,,,,,,,,,,,,,,
surprise,intrigu,want,tri,weekend,,,,,,,,,,,,,
surprise,oh,god,green,day,tour,signific,go,,,,,,,,,,
surprise,buy,tuner,laptop,deserv,present,,,,,,,,,,,,
surprise,win,,,,,,,,,,,,,,,,
surprise,take,shower,see,,,,,,,,,,,,,,
surprise,thank,mate,come,board,twitter,tweet,sound,great,,,,,,,,,
surprise,ye,,,,,,,,,,,,,,,,
surprise,twitter,cool,let,go,,,,,,,,,,,,,
surprise,tomorrow,,,,,,,,,,,,,,,,
surprise,definit,blast,past,,,,,,,,,,,,,,
surprise,yeah,mean,mall,wink,back,,,,,,,,,,,,
surprise,oh,wait,read,wrong,,,,,,,,,,,,,
surprise,oh,god,rat,star,,,,,,,,,,,,,
surprise,finish,watch,surprisingli,perhap,good,,,,,,,,,,,,
surprise,aw,level,tri,manag,money,,,,,,,,,,,,
surprise,time,school,learn,,,,,,,,,,,,,,
surprise,excit,doubl,today,straighten,hair,look,horrend,moment,fuck,suppos,,,,,,,
surprise,laze,bank,holiday,law,,,,,,,,,,,,,
surprise,fan,twitter,,,,,,,,,,,,,,,
surprise,heard,dad,go,also,come,,,,,,,,,,,,
surprise,god,never,get,messag,signific,notic,look,back,way,sorri,good,idea,laugh,loud,,,
surprise,woo,great,subject,month,use,sparkler,,,,,,,,,,,
surprise,next,time,go,show,club,owner,golden,video,fan,mention,,,,,,,
surprise,worri,get,next,question,start,minut,get,think,cap,,,,,,,,
surprise,way,make,feel,special,,,,,,,,,,,,,
surprise,final,chang,want,signific,long,get,rather,sick,black,white,,,,,,,
surprise,aunti,win,quot,day,he,incred,hulk,,,,,,,,,,
surprise,coincid,anyth,mayb,guy,hear,,,,,,,,,,,,
surprise,bring,glass,work,tonight,half,half,,,,,,,,,,,
surprise,wait,last,movi,finish,test,screen,ghost,girlfriend,past,glass,wine,lolli,bag,hand,,,
surprise,abl,see,whole,stage,danc,sing,etc,realli,great,,,,,,,,
surprise,watch,,,,,,,,,,,,,,,,
surprise,shock,stop,,,,,,,,,,,,,,,
surprise,quit,good,super,good,none,less,kiss,,,,,,,,,,
surprise,wolverin,boss,serious,fuck,,,,,,,,,,,,,
surprise,yup,slowli,recov,suck,eat,stuff,crave,right,gum,take,trip,,,,,,
surprise,devil,mad,cold,bad,start,,,,,,,,,,,,
surprise,star,day,realli,hot,topic,man,oh,man,wait,star,trek,,,,,,
surprise,someon,pop,,,,,,,,,,,,,,,
surprise,say,new,gift,servic,page,ha,,,,,,,,,,,
surprise,open,account,littl,confus,realli,get,twitter,seem,much,good,,,,,,,
surprise,realli,,,,,,,,,,,,,,,,
surprise,happi,star,war,day,,,,,,,,,,,,,
surprise,final,shift,signific,filter,close,friend,updat,happi,peep,,,,,,,,
surprise,think,give,ride,pleas,,,,,,,,,,,,,
surprise,love,signific,,,,,,,,,,,,,,,
surprise,look,,,,,,,,,,,,,,,,
surprise,someon,tell,state,piss,,,,,,,,,,,,,
surprise,particular,,,,,,,,,,,,,,,,
surprise,read,somewher,restor,name,hope,happen,soon,,,,,,,,,,
surprise,actual,think,popular,,,,,,,,,,,,,,
surprise,today,first,day,,,,,,,,,,,,,,
surprise,hey,know,trailer,brother,concert,experi,trailer,,,,,,,,,,
surprise,never,mind,work,magic,,,,,,,,,,,,,
surprise,wow,congrat,rosemari,,,,,,,,,,,,,,
surprise,get,fourth,thing,thank,,,,,,,,,,,,,
surprise,say,great,teacher,learn,best,,,,,,,,,,,,
surprise,look,forward,session,gym,,,,,,,,,,,,,
surprise,park,good,road,,,,,,,,,,,,,,
surprise,someon,hors,way,feel,twitter,name,parti,,,,,,,,,,
surprise,clog,twitter,signific,think,post,tweet,um,shower,drink,,,,,,,,
surprise,yeah,good,sorri,believ,kiss,sass,,,,,,,,,,,
surprise,ye,,,,,,,,,,,,,,,,
surprise,add,still,awak,,,,,,,,,,,,,,
surprise,yeah,age,pretti,scari,song,,,,,,,,,,,,
surprise,fantast,time,paradis,drink,,,,,,,,,,,,,
surprise,talk,twitter,signific,minut,,,,,,,,,,,,,
surprise,listen,steal,music,love,caus,free,,,,,,,,,,,
surprise,know,suck,dorm,assur,,,,,,,,,,,,,
surprise,see,love,new,book,next,,,,,,,,,,,,
surprise,get,link,,,,,,,,,,,,,,,
surprise,cute,pug,,,,,,,,,,,,,,,
surprise,follow,,,,,,,,,,,,,,,,
surprise,find,birthday,day,mine,,,,,,,,,,,,,
surprise,strang,enough,ye,work,everyon,,,,,,,,,,,,
surprise,make,first,call,good,call,qualiti,quit,impress,,,,,,,,,
surprise,believ,put,bookmark,,,,,,,,,,,,,,
surprise,give,privat,lesson,money,,,,,,,,,,,,,
surprise,stuff,final,do,,,,,,,,,,,,,,
surprise,oh,place,categori,bad,gear,big,wheel,suspens,train,,,,,,,,
surprise,get,headphon,today,,,,,,,,,,,,,,
surprise,wish,repli,utterli,amaz,,,,,,,,,,,,,
surprise,lucki,mysteri,ingredi,well,,,,,,,,,,,,,
surprise,co,tweet,smile,smile,smile,signific,quot,boy,repli,,,,,,,,
surprise,lame,go,make,breakfast,,,,,,,,,,,,,
surprise,forget,machin,run,day,get,bill,amazon,teach,get,organ,fair,price,,,,,
surprise,home,ye,perfect,suppos,happen,last,night,still,dri,usual,happen,head,,,,,
surprise,deal,,,,,,,,,,,,,,,,
surprise,group,peopl,nake,,,,,,,,,,,,,,
surprise,heard,disgruntl,investor,call,hoe,seem,total,line,,,,,,,,,
surprise,anyway,miss,go,,,,,,,,,,,,,,
surprise,sorri,believ,much,feedback,get,menu,bar,icon,next,version,lot,subtl,,,,,
surprise,ha,ha,much,thank,start,follow,,,,,,,,,,,
surprise,wow,fun,meet,good,,,,,,,,,,,,,
surprise,know,peopl,say,power,nap,good,time,kinda,alway,miss,alarm,,,,,,
surprise,god,assign,stress,finish,laugh,loud,,,,,,,,,,,
surprise,think,limit,letter,realli,fair,good,,,,,,,,,,,
surprise,school,know,expect,bring,life,,,,,,,,,,,,
surprise,get,space,store,movi,,,,,,,,,,,,,
surprise,univers,treat,,,,,,,,,,,,,,,
surprise,chick,look,sorri,go,pop,punk,jimmi,eat,world,,,,,,,,
surprise,think,swine,market,declin,say,anymor,,,,,,,,,,,
surprise,thank,follow,new,,,,,,,,,,,,,,
surprise,click,link,post,believ,much,sex,get,mean,come,,,,,,,,
surprise,surprisingli,actual,super,tire,like,lay,bed,,,,,,,,,,
surprise,record,john,mayer,freak,cool,,,,,,,,,,,,
surprise,ah,see,cool,dude,,,,,,,,,,,,,
surprise,that,good,keep,guy,love,come,visit,,,,,,,,,,
surprise,bust,cap,tell,bust,cap,,,,,,,,,,,,
surprise,away,rain,hard,well,do,,,,,,,,,,,,
surprise,laugh,loud,signific,mum,like,bit,clergi,ordain,ultra,violenc,,,,,,,
surprise,prom,ha,ice,old,school,good,night,,,,,,,,,,
surprise,oh,ye,happi,year,second,studio,album,time,,,,,,,,,
surprise,thank,sissi,sure,check,tonight,someth,ya,,,,,,,,,,
surprise,make,yeah,stole,,,,,,,,,,,,,,
surprise,yeah,never,see,guess,never,realli,need,,,,,,,,,,
surprise,concert,good,see,old,friend,rememb,old,time,,,,,,,,,
surprise,boy,tri,front,know,,,,,,,,,,,,,
surprise,catch,week,lose,hous,quiet,,,,,,,,,,,,
surprise,hey,find,,,,,,,,,,,,,,,
surprise,pleas,bring,show,,,,,,,,,,,,,,
surprise,laugh,loud,chuck,,,,,,,,,,,,,,
surprise,sure,sound,good,,,,,,,,,,,,,,
surprise,go,,,,,,,,,,,,,,,,
surprise,mother,day,tonight,cant,wait,see,present,,,,,,,,,,
surprise,habitat,twitter,activ,neat,,,,,,,,,,,,,
surprise,tweet,,,,,,,,,,,,,,,,
surprise,full,day,jasper,new,puppi,,,,,,,,,,,,
surprise,alreadi,damn,,,,,,,,,,,,,,,
surprise,dinner,bourbon,branch,zeitgeist,surpris,parti,shh,,,,,,,,,,
surprise,last,night,,,,,,,,,,,,,,,
surprise,think,mom,year,award,tad,bit,selfish,,,,,,,,,,
surprise,welcom,,,,,,,,,,,,,,,,
surprise,eat,,,,,,,,,,,,,,,,
surprise,ye,parti,show,next,week,,,,,,,,,,,,
surprise,prob,sexi,site,,,,,,,,,,,,,,
surprise,laugh,loud,oh,well,case,thank,,,,,,,,,,,
surprise,deep,stuff,probabl,give,earn,potenti,,,,,,,,,,,
surprise,much,ff,,,,,,,,,,,,,,,
surprise,believ,,,,,,,,,,,,,,,,
surprise,oh,god,love,parent,get,lavend,camera,earli,birthday,present,,,,,,,
surprise,salt,pig,thing,break,laugh,loud,guy,even,salt,pig,,,,,,,
surprise,follow,minut,ago,,,,,,,,,,,,,,
surprise,oh,realli,hello,,,,,,,,,,,,,,
surprise,chill,home,enjoy,new,hous,say,love,hope,great,day,,,,,,,
surprise,signific,movi,realli,good,,,,,,,,,,,,,
surprise,need,save,money,practic,ass,,,,,,,,,,,,
surprise,ooh,question,chain,hang,low,know,sorri,,,,,,,,,,
surprise,episod,check,,,,,,,,,,,,,,,
surprise,read,lucki,get,new,phone,,,,,,,,,,,,
surprise,duh,need,buy,neck,,,,,,,,,,,,,
surprise,go,somewhat,town,uncl,,,,,,,,,,,,,
surprise,beauti,outsid,wish,new,citi,area,pretti,cool,hip,trendi,,,,,,,
surprise,kyle,go,garag,night,do,think,get,interview,,,,,,,,,
surprise,surpris,,,,,,,,,,,,,,,,
surprise,pop,rock,band,last,take,stage,tonight,,,,,,,,,,
surprise,thank,,,,,,,,,,,,,,,,
surprise,case,gigolo,,,,,,,,,,,,,,,
surprise,inde,mayb,somebodi,need,new,cat,,,,,,,,,,,
surprise,oh,realli,,,,,,,,,,,,,,,
surprise,think,drink,water,hey,free,,,,,,,,,,,,
surprise,rain,rain,rain,wow,actual,love,rain,,,,,,,,,,
surprise,happi,mother,day,thank,love,,,,,,,,,,,,
surprise,song,tonight,cheer,polic,club,,,,,,,,,,,,
surprise,dinner,movi,hubbi,,,,,,,,,,,,,,
surprise,realli,cool,,,,,,,,,,,,,,,
surprise,first,bath,spay,heaven,,,,,,,,,,,,,
surprise,star,trek,actual,realli,good,,,,,,,,,,,,
surprise,first,night,myer,actual,excit,summer,,,,,,,,,,,
surprise,saw,shoot,star,make,wish,,,,,,,,,,,,
surprise,head,go,shop,,,,,,,,,,,,,,
surprise,new,song,amaz,,,,,,,,,,,,,,
surprise,fuck,get,hit,head,bloodi,ball,,,,,,,,,,,
surprise,root,twitter,war,,,,,,,,,,,,,,
surprise,great,parti,happi,birthday,,,,,,,,,,,,,
surprise,realli,awesom,,,,,,,,,,,,,,,
surprise,anyth,bookmark,surpris,,,,,,,,,,,,,,
surprise,signific,there,boy,he,signific,cute,he,get,pack,yum,fun,,,,,,
surprise,congrat,graduat,colleg,,,,,,,,,,,,,,
surprise,kitchen,oh,well,get,right,,,,,,,,,,,,
surprise,great,time,surpris,parti,get,good,,,,,,,,,,,
surprise,oh,go,crowd,epic,dude,,,,,,,,,,,,
surprise,go,pink,today,,,,,,,,,,,,,,
surprise,see,lot,sell,sign,,,,,,,,,,,,,
surprise,day,look,hard,good,thing,,,,,,,,,,,,
surprise,well,time,hit,hey,stack,night,tomorrow,mother,day,,,,,,,,
surprise,signific,glad,final,do,final,,,,,,,,,,,,
surprise,realli,,,,,,,,,,,,,,,,
surprise,wait,know,wed,suppos,vice,versa,way,know,,,,,,,,,
surprise,glad,guy,like,,,,,,,,,,,,,,
surprise,never,watch,signific,mani,movi,night,mommi,,,,,,,,,,
surprise,messag,book,pierc,appoint,,,,,,,,,,,,,
surprise,TRUE,wonder,come,,,,,,,,,,,,,,
surprise,asleep,mother,,,,,,,,,,,,,,,
surprise,twitter,realli,call,post,,,,,,,,,,,,,
surprise,pretti,cute,,,,,,,,,,,,,,,
surprise,say,wear,convers,dress,,,,,,,,,,,,,
surprise,oh,yea,,,,,,,,,,,,,,,
surprise,twitter,acct,,,,,,,,,,,,,,,
surprise,fall,boy,confetti,bear,fall,sky,,,,,,,,,,,
surprise,gorgeou,day,work,master,garden,plant,sale,trim,smoke,bush,write,,,,,,
surprise,old,school,burnout,lap,track,use,,,,,,,,,,,
surprise,see,wolverin,,,,,,,,,,,,,,,
surprise,eat,ice,cream,cake,bomb,,,,,,,,,,,,
surprise,thank,greet,,,,,,,,,,,,,,,
surprise,oh,yeah,right,thank,remind,,,,,,,,,,,,
surprise,walk,water,shoe,,,,,,,,,,,,,,
surprise,friend,total,kick,parti,occas,,,,,,,,,,,,
surprise,earth,lead,believ,,,,,,,,,,,,,,
surprise,wow,bit,later,twitter,,,,,,,,,,,,,
surprise,doubt,go,instinct,,,,,,,,,,,,,,
surprise,thank,add,glad,,,,,,,,,,,,,,
surprise,wow,text,get,tire,,,,,,,,,,,,,
surprise,thank,,,,,,,,,,,,,,,,
surprise,ate,signific,much,,,,,,,,,,,,,,
surprise,never,believ,year,later,femal,engin,make,track,,,,,,,,,
surprise,block,parti,bomb,blockhead,thank,support,,,,,,,,,,,
surprise,head,venu,bbl,,,,,,,,,,,,,,
surprise,agre,complet,attitud,chutzpah,,,,,,,,,,,,,
surprise,guess,TRUE,,,,,,,,,,,,,,,
surprise,oh,goodi,doctor,hooray,,,,,,,,,,,,,
surprise,happi,mother,day,mother,,,,,,,,,,,,,
surprise,guess,right,oh,camera,use,insan,qualiti,,,,,,,,,,
surprise,take,amaz,power,ever,time,,,,,,,,,,,,
surprise,readi,tomorrow,mommi,get,gift,mother,day,hope,love,,,,,,,,
surprise,put,bottl,ya,babi,make,popular,,,,,,,,,,,
surprise,imagin,say,bitch,laugh,loud,caus,cool,,,,,,,,,,
surprise,brother,concert,,,,,,,,,,,,,,,
surprise,hair,look,happi,mother,day,mother,,,,,,,,,,,
surprise,wish,brew,,,,,,,,,,,,,,,
surprise,nice,see,firework,sure,hear,em,,,,,,,,,,,
surprise,star,trek,pure,awesom,signific,great,see,,,,,,,,,,
surprise,happi,mother,day,,,,,,,,,,,,,,
surprise,work,fine,,,,,,,,,,,,,,,
surprise,okay,mom,mom,,,,,,,,,,,,,,
surprise,concert,pleas,explain,intrigu,,,,,,,,,,,,,
surprise,uh,yeah,total,real,life,,,,,,,,,,,,
surprise,know,signific,awesom,,,,,,,,,,,,,,
surprise,tomorrow,,,,,,,,,,,,,,,,
surprise,hey,look,twitter,,,,,,,,,,,,,,
surprise,sometim,wonder,even,bother,fun,tonight,,,,,,,,,,,
surprise,fairi,come,hous,tonight,,,,,,,,,,,,,
surprise,come,plastic,surgeri,hope,get,car,accid,day,later,,,,,,,,
surprise,thank,welcom,laugh,loud,,,,,,,,,,,,,
surprise,offici,birthday,signific,guess,novelti,birthday,wear,,,,,,,,,,
surprise,make,day,gift,,,,,,,,,,,,,,
surprise,today,definit,good,day,fun,tri,get,ahead,school,signific,,,,,,,
surprise,panic,littl,mayb,read,gym,els,fail,,,,,,,,,,
surprise,love,mom,,,,,,,,,,,,,,,
surprise,get,back,show,,,,,,,,,,,,,,
surprise,sure,there,pamphlet,somewher,oh,food,pretti,good,,,,,,,,,
surprise,month,big,day,,,,,,,,,,,,,,
surprise,watch,guess,oh,god,funni,,,,,,,,,,,,
surprise,think,fall,love,xx,,,,,,,,,,,,,
surprise,awesom,,,,,,,,,,,,,,,,
surprise,awesom,ton,come,locat,,,,,,,,,,,,,
surprise,total,awesom,see,reboot,crew,signific,nice,,,,,,,,,,
surprise,best,movi,time,,,,,,,,,,,,,,
surprise,sure,intent,turn,thought,process,silli,,,,,,,,,,,
surprise,oh,god,amaz,twist,crazi,awesom,movi,,,,,,,,,,
surprise,awesom,night,citi,,,,,,,,,,,,,,
surprise,time,reissu,album,vinyl,,,,,,,,,,,,,
surprise,need,get,sleep,night,good,,,,,,,,,,,,
surprise,home,next,month,,,,,,,,,,,,,,
surprise,explor,site,find,cool,stuff,,,,,,,,,,,,
surprise,fun,late,night,talk,good,night,world,,,,,,,,,,
surprise,smart,thank,school,thought,,,,,,,,,,,,,
surprise,good,,,,,,,,,,,,,,,,
surprise,sound,get,fan,,,,,,,,,,,,,,
surprise,love,hot,policemen,come,work,,,,,,,,,,,,
surprise,get,baptiz,tomorrow,colleg,graduat,busi,weekend,,,,,,,,,,
surprise,gun,work,eh,,,,,,,,,,,,,,
worry,think,bleed,,,,,,,,,,,,,,,
worry,thirsti,lone,bugger,make,feel,mate,,,,,,,,,,,
worry,happen,day,wake,unhappi,midnight,good,bad,news,still,awak,due,afternoon,nap,,,,
worry,guy,call,phone,see,number,real,phone,work,tri,tomorrow,,,,,,,
worry,nose,stud,fell,find,look,head,today,get,new,,,,,,,,
worry,name,toni,hey,poor,toni,,,,,,,,,,,,
worry,sigh,alway,disappoint,peopl,get,way,everyon,disappoint,everyon,els,,,,,,,
worry,suppos,sleep,get,much,got,part,song,stuck,head,jerk,,,,,,,
worry,woman,transfer,first,impress,sexual,matern,less,threaten,man,weak,,,,,,,
worry,studi,,,,,,,,,,,,,,,,
worry,ant,everywher,hous,ant,scare,,,,,,,,,,,,
worry,mess,miss,free,shot,,,,,,,,,,,,,
worry,signific,sorri,mean,upset,think,find,cute,sorri,sad,,,,,,,,
worry,okay,see,post,exercis,mad,eat,sleep,,,,,,,,,,
worry,lay,well,randomli,wake,sleep,mani,thing,mind,,,,,,,,,
worry,hate,everyth,,,,,,,,,,,,,,,
worry,someth,wrong,layout,site,look,good,today,anyon,,,,,,,,,
worry,hear,ya,dude,either,,,,,,,,,,,,,
worry,last,night,say,good,question,,,,,,,,,,,,
worry,ate,pussi,refus,bless,caus,alreadi,clingi,,,,,,,,,,
worry,stick,offic,day,today,,,,,,,,,,,,,
worry,aw,sad,leav,come,back,pleas,,,,,,,,,,,
worry,cant,wait,till,get,miss,ticket,tho,xx,,,,,,,,,
worry,sad,,,,,,,,,,,,,,,,
worry,tweet,signific,much,even,pay,attent,,,,,,,,,,,
worry,laugh,loud,dad,pain,say,find,anyon,go,cant,go,,,,,,,
worry,annoy,,,,,,,,,,,,,,,,
worry,chanc,,,,,,,,,,,,,,,,
worry,angel,cant,time,see,,,,,,,,,,,,,
worry,want,get,dun,number,,,,,,,,,,,,,
worry,credit,,,,,,,,,,,,,,,,
worry,send,text,,,,,,,,,,,,,,,
worry,sad,edg,page,come,cri,,,,,,,,,,,,
worry,wind,,,,,,,,,,,,,,,,
worry,grow,case,screw,even,keep,easi,care,love,fern,aliv,,,,,,,
worry,signific,fuck,realli,realli,tri,kill,depend,,,,,,,,,,
worry,hot,water,bottl,,,,,,,,,,,,,,
worry,oh,come,get,next,week,get,next,week,full,exam,,,,,,,
worry,miss,,,,,,,,,,,,,,,,
worry,hall,answer,call,thought,,,,,,,,,,,,,
worry,ever,respond,,,,,,,,,,,,,,,
worry,TRUE,know,bother,morn,co,put,poni,soon,get,work,anyway,,,,,,
worry,oh,poor,friend,naughti,,,,,,,,,,,,,
worry,oh,poor,person,joke,poor,peopl,,,,,,,,,,,
worry,tri,interview,phone,issu,cut,interview,,,,,,,,,,,
worry,rain,wan,see,hair,how,everyon,,,,,,,,,,,
worry,ever,see,show,dead,die,becom,grim,reaper,take,peopl,soul,accid,,,,,
worry,agre,lame,thought,concert,signific,expens,kinda,lame,,,,,,,,,
worry,shit,hope,wrong,need,,,,,,,,,,,,,
worry,remind,weather,month,horribl,hope,well,hug,,,,,,,,,,
worry,miss,much,go,stag,prom,high,school,middl,school,danc,help,,,,,,
worry,happen,afraid,miss,larg,part,stori,,,,,,,,,,,
worry,ouch,look,signific,pain,,,,,,,,,,,,,
worry,concert,go,due,trial,,,,,,,,,,,,,
worry,jealou,look,list,,,,,,,,,,,,,,
worry,mum,say,probabl,wont,get,also,go,month,normal,right,,,,,,,
worry,sad,thing,,,,,,,,,,,,,,,
worry,miss,terribl,,,,,,,,,,,,,,,
worry,man,class,worri,,,,,,,,,,,,,,
worry,know,shortag,shell,crab,use,beach,due,beach,comber,sad,,,,,,,
worry,deposit,tax,return,first,time,year,clear,immedi,,,,,,,,,
worry,ate,signific,upset,inform,turn,tell,expect,tell,huff,,,,,,,,
worry,tri,back,document,play,take,forev,back,,,,,,,,,,
worry,ye,wait,go,back,sleep,caus,mischief,,,,,,,,,,
worry,tell,often,wash,hair,never,speak,,,,,,,,,,,
worry,morn,load,walk,get,rid,last,,,,,,,,,,,
worry,sleep,work,summer,break,soon,tell,get,butt,bed,laugh,loud,,,,,,
worry,amen,,,,,,,,,,,,,,,,
worry,ye,watch,season,even,wish,get,,,,,,,,,,,
worry,link,work,,,,,,,,,,,,,,,
worry,signific,much,realli,happi,cook,choic,singl,,,,,,,,,,
worry,still,weekend,get,weekend,anyway,today,full,last,day,vacat,time,,,,,,
worry,that,far,away,,,,,,,,,,,,,,
worry,drive,home,think,break,law,mani,mani,stick,,,,,,,,,
worry,know,folk,sorri,,,,,,,,,,,,,,
worry,know,come,back,lose,lead,last,minut,,,,,,,,,,
worry,oh,sorri,hear,sad,,,,,,,,,,,,,
worry,oh,signific,know,feel,damn,repres,bank,tri,make,sound,,,,,,,
worry,divin,take,advic,phone,cost,relationship,,,,,,,,,,,
worry,busi,pleasur,keep,eye,anyth,miss,concert,tomorrow,night,,,,,,,,
worry,poor,girl,email,reli,,,,,,,,,,,,,
worry,babi,miss,,,,,,,,,,,,,,,
worry,oh,god,man,pray,ya,,,,,,,,,,,,
worry,yeah,still,total,high,forward,sept,,,,,,,,,,,
worry,spend,allow,expo,sf,send,rate,tho,cash,,,,,,,,,
worry,lose,pleas,help,find,good,home,,,,,,,,,,,
worry,new,len,work,work,bit,give,fee,error,,,,,,,,,
worry,jealou,mom,talk,want,see,twitter,make,miss,,,,,,,,,
worry,poor,tell,mom,alreadi,,,,,,,,,,,,,
worry,twitter,mean,late,stole,mine,entir,day,,,,,,,,,,
worry,yeah,download,whole,album,fame,miss,take,care,,,,,,,,,
worry,dude,suck,tow,space,,,,,,,,,,,,,
